"日付け","終値","始値","高値","安値","出来高","前日比%"
"2015年10月30日","327.1","313.6","334.9","310.8","156.49K","4.30%"
"2015年10月29日","313.6","303.5","318.5","300.2","138.92K","3.32%"
"2015年10月28日","303.5","294.7","307.5","294.0","116.41K","3.01%"
"2015年10月27日","294.7","285.1","298.4","285.1","105.87K","3.34%"
"2015年10月26日","285.1","287.9","287.6","279.6","73.21K","-0.94%"
"2015年10月25日","287.9","282.6","295.6","281.8","113.90K","1.88%"
"2015年10月24日","282.6","276.9","283.0","277.0","60.13K","2.04%"
"2015年10月23日","276.9","274.4","279.8","273.2","69.32K","0.91%"
"2015年10月22日","274.4","267.1","278.7","266.8","93.15K","2.74%"
"2015年10月21日","267.1","269.8","272.2","263.5","59.64K","-0.98%"
"2015年10月20日","269.8","263.8","272.1","262.7","75.40K","2.25%"
"2015年10月19日","263.8","261.7","266.0","259.9","58.17K","0.82%"
"2015年10月18日","261.7","269.6","272.4","259.5","52.27K","-2.93%"
"2015年10月17日","269.6","262.9","275.4","261.7","113.84K","2.55%"
"2015年10月16日","262.9","254.4","267.3","253.9","95.18K","3.31%"
"2015年10月15日","254.4","252.3","256.8","251.2","60.64K","0.84%"
"2015年10月14日","252.3","248.8","255.1","248.3","69.58K","1.43%"
"2015年10月13日","248.8","245.4","251.2","243.1","74.88K","1.40%"
"2015年10月12日","245.4","247.6","248.0","244.6","40.39K","-0.93%"
"2015年10月11日","247.6","245.4","248.3","244.5","41.43K","0.94%"
"2015年10月10日","245.4","244.0","245.9","242.9","38.96K","0.54%"
"2015年10月09日","244.0","242.6","244.6","241.3","40.57K","0.60%"
"2015年10月08日","242.6","243.0","244.8","241.6","44.15K","-0.16%"
"2015年10月07日","243.0","246.1","247.3","241.6","62.60K","-1.28%"
"2015年10月06日","246.1","240.1","247.6","239.4","78.84K","2.49%"
"2015年10月05日","240.1","238.3","240.5","236.4","61.24K","0.76%"
"2015年10月04日","238.3","238.6","277.6","237.5","31.85K","-0.10%"
"2015年10月03日","238.6","236.7","239.5","236.1","43.31K","0.79%"
"2015年10月02日","236.7","237.1","238.4","235.1","47.94K","-0.14%"
"2015年10月01日","237.1","235.9","238.7","234.7","52.88K","0.47%"
"2015年09月30日","235.9","236.7","237.8","234.4","50.52K","-0.33%"
"2015年09月29日","236.7","238.9","240.4","234.8","57.30K","-0.90%"
"2015年09月28日","238.9","232.5","240.4","232.4","64.28K","2.74%"
"2015年09月27日","232.5","234.3","234.8","231.8","36.14K","-0.77%"
"2015年09月26日","234.3","235.0","235.7","232.7","40.29K","-0.31%"
"2015年09月25日","235.0","233.8","237.6","232.7","61.58K","0.54%"
"2015年09月24日","233.8","229.9","235.8","229.6","72.12K","1.68%"
"2015年09月23日","229.9","230.0","232.2","228.5","43.60K","-0.05%"
"2015年09月22日","230.0","226.3","233.2","224.1","71.55K","1.63%"
"2015年09月21日","226.3","231.1","231.6","225.0","53.43K","-2.06%"
"2015年09月20日","231.1","231.1","232.7","229.9","33.15K","0.00%"
"2015年09月19日","231.1","232.2","233.4","230.2","34.47K","-0.47%"
"2015年09月18日","232.2","232.7","234.7","230.6","53.17K","-0.22%"
"2015年09月17日","232.7","228.6","235.2","227.9","56.06K","1.80%"
"2015年09月16日","228.6","229.5","230.9","225.1","51.91K","-0.41%"
"2015年09月15日","229.5","229.9","242.8","228.0","49.52K","-0.17%"
"2015年09月14日","229.9","230.2","232.6","226.0","61.10K","-0.12%"
"2015年09月13日","230.2","235.6","236.2","228.3","51.60K","-2.30%"
"2015年09月12日","235.6","239.9","240.3","233.3","43.77K","-1.79%"
"2015年09月11日","239.9","238.1","241.0","237.4","45.77K","0.76%"
"2015年09月10日","238.1","237.4","240.6","234.3","60.54K","0.28%"
"2015年09月09日","237.4","243.2","244.3","236.5","69.26K","-2.40%"
"2015年09月08日","243.2","239.6","246.4","239.2","76.35K","1.53%"
"2015年09月07日","239.6","239.9","242.7","237.5","57.19K","-0.12%"
"2015年09月06日","239.9","233.7","243.6","234.7","66.27K","2.65%"
"2015年09月05日","233.7","230.3","235.6","228.3","48.28K","1.49%"
"2015年09月04日","230.3","226.2","231.1","225.8","61.76K","1.79%"
"2015年09月03日","226.2","228.6","229.6","225.4","54.15K","-1.06%"
"2015年09月02日","228.6","227.2","230.6","225.6","58.77K","0.64%"
"2015年09月01日","227.2","229.5","231.4","225.8","66.54K","-1.00%"
"2015年08月31日","229.5","228.4","231.8","224.2","54.51K","0.47%"
"2015年08月30日","228.4","228.5","232.3","225.4","39.81K","-0.04%"
"2015年08月29日","228.5","231.6","233.1","226.4","43.74K","-1.36%"
"2015年08月28日","231.6","222.7","234.8","219.6","90.66K","4.00%"
"2015年08月27日","222.7","225.0","228.4","222.0","60.25K","-1.00%"
"2015年08月26日","225.0","220.5","230.7","218.8","92.81K","2.02%"
"2015年08月25日","220.5","211.4","226.6","196.3","190.79K","4.29%"
"2015年08月24日","211.4","226.8","228.4","207.8","196.70K","-6.76%"
"2015年08月23日","226.8","229.5","232.7","224.3","48.84K","-1.22%"
"2015年08月22日","229.5","232.4","235.1","221.0","74.21K","-1.23%"
"2015年08月21日","232.4","234.7","236.3","230.5","57.65K","-0.96%"
"2015年08月20日","234.7","226.0","238.0","225.5","90.98K","3.83%"
"2015年08月19日","226.0","246.7","247.9","214.3","245.82K","-8.40%"
"2015年08月18日","246.7","257.1","257.5","245.7","94.50K","-4.05%"
"2015年08月17日","257.1","257.1","259.9","252.9","47.88K","0.00%"
"2015年08月16日","257.1","260.5","261.9","254.6","69.04K","-1.31%"
"2015年08月15日","260.5","265.0","266.5","259.4","38.91K","-1.70%"
"2015年08月14日","265.0","263.4","267.2","260.2","52.33K","0.60%"
"2015年08月13日","263.4","267.7","268.4","261.3","56.49K","-1.58%"
"2015年08月12日","267.7","269.0","271.5","263.7","56.73K","-0.51%"
"2015年08月11日","269.0","263.3","269.9","261.4","51.36K","2.18%"
"2015年08月10日","263.3","263.9","266.6","260.5","48.57K","-0.22%"
"2015年08月09日","263.9","258.6","266.8","258.6","57.48K","2.04%"
"2015年08月08日","258.6","277.9","278.9","257.4","82.54K","-6.94%"
"2015年08月07日","277.9","278.0","279.6","274.3","42.81K","-0.04%"
"2015年08月06日","278.0","281.7","282.0","276.5","33.26K","-1.32%"
"2015年08月05日","281.7","284.3","285.5","280.5","38.29K","-0.91%"
"2015年08月04日","284.3","281.6","285.7","279.6","44.84K","0.97%"
"2015年08月03日","281.6","281.4","285.0","278.9","45.89K","0.08%"
"2015年08月02日","281.4","280.5","282.5","275.9","35.67K","0.32%"
"2015年08月01日","280.5","283.7","284.5","276.3","39.43K","-1.15%"
"2015年07月31日","283.7","287.0","288.7","280.8","49.21K","-1.15%"
"2015年07月30日","287.0","288.4","289.9","284.9","44.79K","-0.47%"
"2015年07月29日","288.4","293.7","294.7","286.9","50.67K","-1.81%"
"2015年07月28日","293.7","293.0","296.7","291.7","49.07K","0.24%"
"2015年07月27日","293.0","291.8","295.8","285.4","69.71K","0.42%"
"2015年07月26日","291.8","288.7","293.3","286.8","30.99K","1.05%"
"2015年07月25日","288.7","288.4","291.2","284.7","41.65K","0.13%"
"2015年07月24日","288.4","275.5","289.8","274.3","74.36K","4.66%"
"2015年07月23日","275.5","276.5","277.9","274.5","35.66K","-0.34%"
"2015年07月22日","276.5","275.1","277.4","273.1","41.97K","0.50%"
"2015年07月21日","275.1","277.7","281.0","274.2","49.05K","-0.93%"
"2015年07月20日","277.7","273.2","278.9","271.8","46.60K","1.65%"
"2015年07月19日","273.2","274.0","277.1","271.9","30.20K","-0.32%"
"2015年07月18日","274.0","279.6","282.5","243.2","55.34K","-1.99%"
"2015年07月17日","279.6","276.6","280.8","271.2","62.12K","1.10%"
"2015年07月16日","276.6","283.4","290.8","273.3","121.32K","-2.41%"
"2015年07月15日","283.4","287.0","292.9","283.2","59.58K","-1.23%"
"2015年07月14日","287.0","290.4","297.0","285.2","60.62K","-1.17%"
"2015年07月13日","290.4","310.4","310.9","276.9","146.85K","-6.47%"
"2015年07月12日","310.4","292.0","315.9","291.3","120.70K","6.33%"
"2015年07月11日","292.0","283.6","298.8","282.3","46.49K","2.94%"
"2015年07月10日","283.6","269.1","297.9","266.9","117.17K","5.38%"
"2015年07月09日","269.1","268.6","272.3","265.1","48.39K","0.19%"
"2015年07月08日","268.6","266.2","273.6","263.2","45.29K","0.91%"
"2015年07月07日","266.2","269.1","271.3","263.2","41.61K","-1.07%"
"2015年07月06日","269.1","270.1","277.5","266.5","90.58K","-0.39%"
"2015年07月05日","270.1","260.5","274.1","257.6","48.45K","3.68%"
"2015年07月04日","260.5","255.4","261.1","253.4","32.95K","2.02%"
"2015年07月03日","255.4","254.9","256.7","252.4","36.58K","0.20%"
"2015年07月02日","254.9","257.6","261.3","253.1","45.01K","-1.06%"
"2015年07月01日","257.6","264.1","265.0","254.4","66.94K","-2.46%"
"2015年06月30日","264.1","257.0","268.7","255.4","116.53K","2.78%"
"2015年06月29日","257.0","248.9","257.5","248.0","92.64K","3.25%"
